Datetime,Open,High,Low,Close,Volume(Millions)
2021-01-03 00:00:00,1.7781,1.7781,1.77261,1.77467,8637.9399933815,ASK
2021-01-04 00:00:00,1.77427,1.77936,1.76338,1.76966,256619.93977117538,ASK
2021-01-05 00:00:00,1.76957,1.77085,1.75268,1.75601,263834.1396244168,ASK
2021-01-06 00:00:00,1.7557,1.75804,1.74246,1.74336,345655.5000730753,ASK
2021-01-07 00:00:00,1.74333,1.75665,1.74177,1.74677,268181.5599677563,ASK
2021-01-08 00:00:00,1.74672,1.75294,1.74412,1.74873,282073.57968091965,ASK
2021-01-10 00:00:00,1.74873,1.75172,1.74694,1.75156,7582.300002813339,ASK
2021-01-11 00:00:00,1.75113,1.75708,1.74781,1.75482,241166.6799698472,ASK
2021-01-12 00:00:00,1.75474,1.76566,1.75389,1.75803,233941.99003076553,ASK
2021-01-13 00:00:00,1.75781,1.76931,1.75753,1.76195,223499.36996805668,ASK
2021-01-14 00:00:00,1.76189,1.76316,1.75515,1.75983,235798.60009658337,ASK
2021-01-15 00:00:00,1.75985,1.76844,1.7584,1.76513,235346.74991607666,ASK
2021-01-17 00:00:00,1.76513,1.76635,1.76292,1.76643,11237.300053268671,ASK
2021-01-18 00:00:00,1.76633,1.77084,1.76299,1.76761,215283.04994940758,ASK
2021-01-19 00:00:00,1.76761,1.77303,1.7616,1.76916,181791.3500791788,ASK
2021-01-20 00:00:00,1.76899,1.77356,1.75851,1.76269,179995.80997681618,ASK
2021-01-21 00:00:00,1.76245,1.77102,1.75938,1.76939,172912.26993453503,ASK
2021-01-22 00:00:00,1.76931,1.77492,1.76714,1.77492,167734.76995277405,ASK
2021-01-24 00:00:00,1.77492,1.77614,1.77299,1.7745,8231.989930391312,ASK
2021-01-25 00:00:00,1.77439,1.77679,1.76875,1.77293,191046.52989006042,ASK
2021-01-26 00:00:00,1.77286,1.77675,1.77053,1.77247,166122.56008267403,ASK
2021-01-27 00:00:00,1.77236,1.78869,1.7712,1.78763,253066.18979215622,ASK
2021-01-28 00:00:00,1.78748,1.79704,1.78534,1.78968,264266.9301583767,ASK
2021-01-29 00:00:00,1.78938,1.79494,1.78364,1.79343,288876.0303783417,ASK
2021-01-31 00:00:00,1.79343,1.80074,1.79343,1.79791,11502.199992656708,ASK
2021-02-01 00:00:00,1.79752,1.79979,1.7889,1.79178,216191.93037605286,ASK
2021-02-02 00:00:00,1.79169,1.80146,1.78786,1.79601,203598.78011918068,ASK
2021-02-03 00:00:00,1.796,1.79831,1.78745,1.78786,176756.4201002121,ASK
2021-02-04 00:00:00,1.78768,1.80022,1.77921,1.79921,178757.28016400337,ASK
2021-02-05 00:00:00,1.79907,1.80242,1.78917,1.79016,157471.56997454166,ASK
2021-02-07 00:00:00,1.79016,1.7913,1.78867,1.78953,10564.120039820671,ASK
2021-02-08 00:00:00,1.7894,1.79037,1.78185,1.78341,125821.49004888535,ASK
2021-02-09 00:00:00,1.78335,1.78846,1.78156,1.78511,141185.31004428864,ASK
2021-02-10 00:00:00,1.78512,1.79274,1.78345,1.79079,157220.65018945932,ASK
2021-02-11 00:00:00,1.79079,1.79253,1.77928,1.78204,120524.6101038456,ASK
2021-02-12 00:00:00,1.7818,1.78926,1.78041,1.78572,112293.01014137268,ASK
2021-02-14 00:00:00,1.78572,1.78681,1.78428,1.78677,9878.129965186119,ASK
2021-02-15 00:00:00,1.78669,1.78944,1.78474,1.78737,83951.22000741959,ASK
2021-02-16 00:00:00,1.78732,1.79664,1.78573,1.7954,157807.5897526741,ASK
2021-02-17 00:00:00,1.79509,1.79449,1.78691,1.78745,153579.6701887846,ASK
