Unnamed: 0,print_log,optimization_dict,use_strength,strength,datetime_from,datetime_before,one_lot_size,fast_ma_period,slow_ma_period,drawdown_len,drawdown_drawdown,drawdown_moneydown,drawdown_max_len,drawdown_max_drawdown,drawdown_max_moneydown,returns_rtot,returns_ravg,returns_rnorm,returns_rnorm100,sharperatio_sharperatio,cluster
35,False,"{'use_strength': True, 'strength': 0.0005, 'fast_ma_period': 1, 'slow_ma_period': 5}",True,0.0005,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,5,6166,7.854615264104164,15793.0,6166.0,8.189330395665115,16466.0,-0.0764842548167918,-1.225709211807562e-05,-1.2257017000228934e-05,-0.0012257017000228,None,0
36,False,"{'use_strength': True, 'strength': 0.0006000000000000001, 'fast_ma_period': 1, 'slow_ma_period': 5}",True,0.0006,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,5,5815,6.713575480206617,13510.5,5815.0,7.012470091904503,14112.0,-0.0633072794268268,-1.014539734404276e-05,-1.0145345879673166e-05,-0.0010145345879673,None,1
37,False,"{'use_strength': True, 'strength': 0.0007, 'fast_ma_period': 1, 'slow_ma_period': 5}",True,0.0007,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,5,6166,7.458827916226462,15002.5,6166.0,7.753402523149587,15595.0,-0.071845149653344,-1.1513645777779492e-05,-1.1513579496014329e-05,-0.0011513579496014,None,0
38,False,"{'use_strength': True, 'strength': 0.0008, 'fast_ma_period': 1, 'slow_ma_period': 5}",True,0.0008,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,5,5935,5.569182616114543,11227.5,5935.0,5.863080696724462,11820.0,-0.0493320609689847,-7.90577900143987e-06,-7.905747750851416e-06,-0.0007905747750851,None,1
39,False,"{'use_strength': True, 'strength': 0.0009000000000000001, 'fast_ma_period': 1, 'slow_ma_period': 5}",True,0.0009,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,5,6166,3.984587657696849,8014.5,6166.0,4.279162264619974,8607.0,-0.0349900749367053,-5.607383803959197e-06,-5.607368082612019e-06,-0.0005607368082612,None,1
40,False,"{'use_strength': False, 'strength': 0.0, 'fast_ma_period': 1, 'slow_ma_period': 6}",False,0.0,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,6,5894,9.90199500444352,20000.0,5894.0,10.22281964258749,20648.0,-0.0944233231779427,-1.513194281697801e-05,-1.5131828329708775e-05,-0.0015131828329708,None,0
41,False,"{'use_strength': True, 'strength': 0.0001, 'fast_ma_period': 1, 'slow_ma_period': 6}",True,0.0001,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,6,5581,8.474756544301888,17131.0,5581.0,8.795324067546744,17779.0,-0.0779047863235588,-1.248474139800622e-05,-1.2484663463946664e-05,-0.0012484663463946,None,0
42,False,"{'use_strength': True, 'strength': 0.0002, 'fast_ma_period': 1, 'slow_ma_period': 6}",True,0.0002,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,6,5411,7.684917398745854,15558.0,5411.0,8.0049988021645,16206.0,-0.0677944826988654,-1.0864500432510489e-05,-1.08644414140394e-05,-0.0010864441414039,None,0
43,False,"{'use_strength': True, 'strength': 0.00030000000000000003, 'fast_ma_period': 1, 'slow_ma_period': 6}",True,0.0003,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,6,5411,7.331263688048905,14913.0,5411.0,7.64982191710112,15561.0,-0.0592007921930904,-9.487306441200383e-06,-9.487261436850954e-06,-0.000948726143685,None,1
44,False,"{'use_strength': True, 'strength': 0.0004, 'fast_ma_period': 1, 'slow_ma_period': 6}",True,0.0004,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,6,5604,5.858495706350348,11880.99999999997,5604.0,6.178023121358768,12528.99999999997,-0.0464707311351081,-7.447232553703221e-06,-7.4472048231357055e-06,-0.0007447204823135,None,1
45,False,"{'use_strength': True, 'strength': 0.0005, 'fast_ma_period': 1, 'slow_ma_period': 6}",True,0.0005,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,6,5935,5.899715266624135,11883.0,5935.0,6.221436674751075,12531.0,-0.0537515766468372,-8.614034719044431e-06,-8.61399761835389e-06,-0.0008613997618353,None,1
46,False,"{'use_strength': True, 'strength': 0.0006000000000000001, 'fast_ma_period': 1, 'slow_ma_period': 6}",True,0.0006,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,6,5815,5.450142301689507,10982.5,5815.0,5.736234451648442,11559.0,-0.0485286983545975,-7.777034992723964e-06,-7.777004751665719e-06,-0.0007777004751665,None,1
47,False,"{'use_strength': True, 'strength': 0.0007, 'fast_ma_period': 1, 'slow_ma_period': 6}",True,0.0007,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,6,5935,6.58079956702326,13253.5,5935.0,6.866554284707033,13829.0,-0.0611150545589145,-9.794079256236309e-06,-9.79403129439865e-06,-0.0009794031294398,None,1
48,False,"{'use_strength': True, 'strength': 0.0008, 'fast_ma_period': 1, 'slow_ma_period': 6}",True,0.0008,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,6,4570,6.197049779092732,12504.5,4570.0,6.482259275503453,13080.0,-0.0551058159786455,-8.831060252988062e-06,-8.831021259290251e-06,-0.000883102125929,None,1
49,False,"{'use_strength': True, 'strength': 0.0009000000000000001, 'fast_ma_period': 1, 'slow_ma_period': 6}",True,0.0009,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,6,5124,4.606049462167877,9268.5,5124.0,4.892048433466104,9844.0,-0.0410511874496148,-6.5787159374382725e-06,-6.578694297734034e-06,-0.0006578694297734,None,1
50,False,"{'use_strength': False, 'strength': 0.0, 'fast_ma_period': 1, 'slow_ma_period': 7}",False,0.0,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,7,5935,10.281427378654728,20749.0,5935.0,10.53166212858102,21254.0,-0.0994806139884998,-1.5942406087900615e-05,-1.5942279008419996e-05,-0.0015942279008419,None,0
51,False,"{'use_strength': True, 'strength': 0.0001, 'fast_ma_period': 1, 'slow_ma_period': 7}",True,0.0001,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,7,5935,9.491081980372677,19154.0,5935.0,9.74131673029897,19659.0,-0.090710026751342,-1.453686326143302e-05,-1.4536757601748266e-05,-0.0014536757601748,None,0
52,False,"{'use_strength': True, 'strength': 0.0002, 'fast_ma_period': 1, 'slow_ma_period': 7}",True,0.0002,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,7,5935,8.350028602773106,16859.0,5935.0,8.600148090548208,17364.0,-0.0777210298544088,-1.2455293245898852e-05,-1.2455215679055972e-05,-0.0012455215679055,None,0
53,False,"{'use_strength': True, 'strength': 0.00030000000000000003, 'fast_ma_period': 1, 'slow_ma_period': 7}",True,0.0003,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,7,5378,7.768025248549664,15740.0,5378.0,8.017253504618125,16245.0,-0.0678212366905626,-1.086878793117991e-05,-1.0868728866118354e-05,-0.0010868728866118,None,0
54,False,"{'use_strength': True, 'strength': 0.0004, 'fast_ma_period': 1, 'slow_ma_period': 7}",True,0.0004,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,7,5124,7.102885160370564,14349.0,5124.0,7.352864741246384,14854.0,-0.0636455865889792,-1.0199613235413336e-05,-1.0199561219535109e-05,-0.0010199561219535,None,1
55,False,"{'use_strength': True, 'strength': 0.0005, 'fast_ma_period': 1, 'slow_ma_period': 7}",True,0.0005,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,7,5124,7.250268127536636,14568.0,5124.0,7.50159881152936,15073.0,-0.0706236647935191,-1.13178949989614e-05,-1.131783095182942e-05,-0.0011317830951829,None,0
56,False,"{'use_strength': True, 'strength': 0.0006000000000000001, 'fast_ma_period': 1, 'slow_ma_period': 7}",True,0.0006,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,7,5124,6.815468582079736,13730.0,5124.0,7.066146778288786,14235.0,-0.0633472310055187,-1.015179984062801e-05,-1.015174831128238e-05,-0.0010151748311282,None,1
57,False,"{'use_strength': True, 'strength': 0.0007, 'fast_ma_period': 1, 'slow_ma_period': 7}",True,0.0007,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,7,5935,7.192291696240234,14440.0,5935.0,7.443324592009284,14944.0,-0.0707953879011634,-1.1345414727750555e-05,-1.1345350368776276e-05,-0.0011345350368776,None,0
58,False,"{'use_strength': True, 'strength': 0.0008, 'fast_ma_period': 1, 'slow_ma_period': 7}",True,0.0008,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,7,5124,6.961522661919759,13981.0,5124.0,7.212478060074938,14485.0,-0.0680031828189566,-1.0897945964576388e-05,-1.089788658217898e-05,-0.0010897886582178,None,0
59,False,"{'use_strength': True, 'strength': 0.0009000000000000001, 'fast_ma_period': 1, 'slow_ma_period': 7}",True,0.0009,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,7,5124,5.840497999199182,11742.0,5124.0,6.091188766666086,12246.0,-0.0549711018695162,-8.809471453448114e-06,-8.809432650168416e-06,-0.0008809432650168,None,1
60,False,"{'use_strength': False, 'strength': 0.0, 'fast_ma_period': 1, 'slow_ma_period': 8}",False,0.0,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,8,6155,8.984302196996618,18077.0,6155.0,9.23528812438962,18582.0,-0.0881238136997859,-1.412240604163236e-05,-1.412230632092559e-05,-0.0014122306320925,None,0
61,False,"{'use_strength': True, 'strength': 0.0001, 'fast_ma_period': 1, 'slow_ma_period': 8}",True,0.0001,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,8,6155,9.066804501842634,18243.0,6155.0,9.317790429235636,18748.0,-0.0890306871520333,-1.4267738325646365e-05,-1.4267636541951977e-05,-0.0014267636541951,None,0
62,False,"{'use_strength': True, 'strength': 0.0002, 'fast_ma_period': 1, 'slow_ma_period': 8}",True,0.0002,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,8,6155,8.874464791147403,17856.0,6155.0,9.125450718540405,18361.0,-0.086917745009604,-1.3929125802821168e-05,-1.3929028792998774e-05,-0.0013929028792998,None,0
63,False,"{'use_strength': True, 'strength': 0.00030000000000000003, 'fast_ma_period': 1, 'slow_ma_period': 8}",True,0.0003,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,8,5232,7.409484994626299,14925.99999999997,5232.0,7.660174390464855,15430.99999999997,-0.0697869366732797,-1.1183803954051248e-05,-1.1183741415548946e-05,-0.0011183741415548,None,0
64,False,"{'use_strength': True, 'strength': 0.0004, 'fast_ma_period': 1, 'slow_ma_period': 8}",True,0.0004,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,8,5124,6.858349375892691,13805.0,5124.0,7.109234304166925,14310.0,-0.0646318588267311,-1.0357669683771012e-05,-1.035761604329557e-05,-0.0010357616043295,None,1
65,False,"{'use_strength': True, 'strength': 0.0005, 'fast_ma_period': 1, 'slow_ma_period': 8}",True,0.0005,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,8,5124,7.092423877678148,14289.0,5124.0,7.343083410061623,14794.0,-0.0662493170480522,-1.061687773205965e-05,-1.0616821373212712e-05,-0.0010616821373212,None,0
66,False,"{'use_strength': True, 'strength': 0.0006000000000000001, 'fast_ma_period': 1, 'slow_ma_period': 8}",True,0.0006,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,8,5124,6.954397757991129,14008.0,5124.0,7.20510955609118,14513.0,-0.0649732822991769,-1.0412384983842456e-05,-1.0412330775150078e-05,-0.001041233077515,None,1
67,False,"{'use_strength': True, 'strength': 0.0007, 'fast_ma_period': 1, 'slow_ma_period': 8}",True,0.0007,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,8,6217,7.067024958145268,14162.0,6217.0,7.3185276116479665,14666.0,-0.0713161038167739,-1.1428862791149668e-05,-1.1428797481946122e-05,-0.0011428797481946,None,0
68,False,"{'use_strength': True, 'strength': 0.0008, 'fast_ma_period': 1, 'slow_ma_period': 8}",True,0.0008,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,8,6217,7.124910489507,14278.0,6217.0,7.376413143009699,14782.0,-0.0719391718560849,-1.1528713438475142e-05,-1.152864698311375e-05,-0.0011528646983113,None,0
69,False,"{'use_strength': True, 'strength': 0.0009000000000000001, 'fast_ma_period': 1, 'slow_ma_period': 8}",True,0.0009,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,8,6217,5.891848868861826,11807.0,6217.0,6.143351522364524,12311.0,-0.0587499738175237,-9.41505990665444e-06,-9.415015585117012e-06,-0.0009415015585117,None,1
70,False,"{'use_strength': False, 'strength': 0.0, 'fast_ma_period': 1, 'slow_ma_period': 9}",False,0.0,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,9,6155,8.865625459337856,17793.0,6155.0,9.117249179731584,18298.0,-0.089358675194343,-1.4320300511913956e-05,-1.4320197976900026e-05,-0.00143201979769,None,0
71,False,"{'use_strength': True, 'strength': 0.0001, 'fast_ma_period': 1, 'slow_ma_period': 9}",True,0.0001,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,9,6155,9.57365972999031,19214.0,6155.0,9.825283450384038,19719.0,-0.0971581362244984,-1.5570214138541417e-05,-1.5570092923386374e-05,-0.0015570092923386,None,0
72,False,"{'use_strength': True, 'strength': 0.0002, 'fast_ma_period': 1, 'slow_ma_period': 9}",True,0.0002,0001-01-01 00:00:00,9999-12-31 23:59:59.999999,100000,1,9,6155,8.973250654595372,18009.0,6155.0,9.2248743749891,18514.0,-0.0905403236765719,-1.450966725586089e-05,-1.4509561991148072e-05,-0.0014509561991148,None,0
