Datetime,Open,High,Low,Close,Volume(Millions)
2021-01-03 00:00:00,0.88468,0.88468,0.8825,0.88319,2768.880010485649
2021-01-04 00:00:00,0.88312,0.88448,0.87842,0.88123,68775.28012084961
2021-01-05 00:00:00,0.88123,0.8816,0.87755,0.87823,63568.07993769646
2021-01-06 00:00:00,0.87816,0.882,0.87572,0.87811,95660.2199369669
2021-01-07 00:00:00,0.87809,0.88598,0.87742,0.88518,83707.9900265336
2021-01-08 00:00:00,0.88516,0.88838,0.8822,0.88495,96566.8298997879
2021-01-10 00:00:00,0.88495,0.88767,0.88408,0.88757,3208.6999946832657
2021-01-11 00:00:00,0.88756,0.89193,0.88683,0.88965,76049.11000621319
2021-01-12 00:00:00,0.88963,0.89158,0.88604,0.88609,65862.09010064602
2021-01-13 00:00:00,0.88608,0.88886,0.8849,0.88713,63884.7800475657
2021-01-14 00:00:00,0.88708,0.89163,0.88555,0.88834,77892.47996068001
2021-01-15 00:00:00,0.88837,0.89143,0.8869,0.89037,60455.73006105423
2021-01-17 00:00:00,0.89037,0.89248,0.89013,0.89258,2477.660004734993
2021-01-18 00:00:00,0.89248,0.89241,0.88978,0.89088,51380.36996901035
2021-01-19 00:00:00,0.89089,0.89157,0.88638,0.88808,54202.460013091564
2021-01-20 00:00:00,0.88802,0.89199,0.88667,0.88934,59071.71002268791
2021-01-21 00:00:00,0.88933,0.8899,0.88461,0.88539,60283.12994579226
2021-01-22 00:00:00,0.88534,0.88649,0.88381,0.88506,54960.44005715847
2021-01-24 00:00:00,0.88506,0.88568,0.88473,0.88558,2212.090001344681
2021-01-25 00:00:00,0.88555,0.88917,0.88475,0.88803,57656.98998129368
2021-01-26 00:00:00,0.88804,0.88955,0.88605,0.88661,52155.9899969697
2021-01-27 00:00:00,0.88659,0.89161,0.88611,0.88921,80104.01018297672
2021-01-28 00:00:00,0.8892,0.89182,0.88694,0.88862,77251.51003908366
2021-01-29 00:00:00,0.88856,0.89108,0.88742,0.89003,82409.14988732338
2021-01-31 00:00:00,0.89003,0.8919,0.88938,0.89152,3029.859971061349
2021-02-01 00:00:00,0.89146,0.89724,0.89056,0.89652,72962.21003067493
2021-02-02 00:00:00,0.89652,0.89939,0.89466,0.89797,69396.92996692657
2021-02-03 00:00:00,0.89794,0.90017,0.897,0.89842,54708.78000152111
2021-02-04 00:00:00,0.89841,0.90445,0.89836,0.90402,60184.71002495289
2021-02-05 00:00:00,0.90402,0.90448,0.89841,0.89841,65766.4998832941
2021-02-07 00:00:00,0.89841,0.89956,0.89841,0.89905,3200.3199894428253
2021-02-08 00:00:00,0.899,0.90191,0.89783,0.89864,58686.86003831774
2021-02-09 00:00:00,0.89863,0.89874,0.89193,0.89255,61618.53997886181
2021-02-10 00:00:00,0.89254,0.89308,0.889,0.89024,59678.18992666155
2021-02-11 00:00:00,0.89024,0.89099,0.88918,0.89008,42796.190026298165
2021-02-12 00:00:00,0.89007,0.89394,0.88991,0.89102,44343.619983911514
2021-02-14 00:00:00,0.89102,0.8919,0.89088,0.8919,1886.1499965786934
2021-02-15 00:00:00,0.8919,0.89243,0.88948,0.8899,40253.43001174927
2021-02-16 00:00:00,0.88991,0.89396,0.8871,0.89358,61521.16001319885
2021-02-17 00:00:00,0.89356,0.89912,0.89269,0.89854,77097.64995907247
2021-02-18 00:00:00,0.89854,0.89952,0.89566,0.89609,65794.23994610459
2021-02-19 00:00:00,0.89602,0.89717,0.89331,0.89612,54602.50002396107
2021-02-21 00:00:00,0.89612,0.89737,0.89519,0.89683,6350.930004119873
2021-02-22 00:00:00,0.89683,0.90218,0.89479,0.89579,66601.26991635561
2021-02-23 00:00:00,0.89577,0.90565,0.89484,0.90532,71486.58001220226
2021-02-24 00:00:00,0.90532,0.90939,0.90479,0.9067,94302.35001409054
2021-02-25 00:00:00,0.90671,0.90767,0.90278,0.90571,113157.14002764225
2021-02-26 00:00:00,0.9057,0.9101,0.90264,0.90824,112892.66000401974
2021-02-28 00:00:00,0.90824,0.90871,0.9073,0.90742,2654.219988077879
2021-03-01 00:00:00,0.9073,0.91589,0.90704,0.915,94356.68978345394
2021-03-02 00:00:00,0.91497,0.91921,0.91359,0.91519,83257.53996641934
2021-03-03 00:00:00,0.91509,0.92003,0.914,0.92006,83846.77996706963
2021-03-04 00:00:00,0.92003,0.92969,0.9189,0.92932,114387.18016147614
2021-03-05 00:00:00,0.92926,0.93177,0.92573,0.93029,111922.4899955988
2021-03-07 00:00:00,0.93029,0.93065,0.92857,0.93019,4264.149983942509
2021-03-08 00:00:00,0.9301,0.93692,0.92975,0.93612,84382.759958148
2021-03-09 00:00:00,0.93612,0.93745,0.92742,0.92816,92370.91988575459
2021-03-10 00:00:00,0.92816,0.93219,0.92801,0.92987,83933.42993227392
2021-03-11 00:00:00,0.92988,0.93087,0.92303,0.9248,76320.64004057646
2021-03-12 00:00:00,0.9248,0.93238,0.92459,0.92919,70582.70996296406
2021-03-14 00:00:00,0.92919,0.92963,0.92703,0.92942,9828.379983663559
2021-03-15 00:00:00,0.92941,0.93117,0.92631,0.92769,82687.85998702049
2021-03-16 00:00:00,0.92768,0.92868,0.92421,0.92502,76973.7298977375
2021-03-17 00:00:00,0.92494,0.92949,0.92132,0.9222,99176.15016368032
