Datetime,Open,High,Low,Close,Volume(Millions)
2021-01-03 00:00:00,0.71819,0.71975,0.71819,0.71964,2547.350002706051
2021-01-04 00:00:00,0.71953,0.72299,0.71523,0.71778,113710.63996124268
2021-01-05 00:00:00,0.71774,0.72588,0.71721,0.72546,118545.9800066948
2021-01-06 00:00:00,0.72535,0.73148,0.7235,0.73042,171171.59001803398
2021-01-07 00:00:00,0.7304,0.73022,0.72243,0.7265,139288.70993614197
2021-01-08 00:00:00,0.7265,0.72797,0.72039,0.72357,152805.7599387169
2021-01-10 00:00:00,0.72357,0.72357,0.71944,0.72002,5252.469996929169
2021-01-11 00:00:00,0.72001,0.72081,0.7146,0.7173,115640.71991252899
2021-01-12 00:00:00,0.71731,0.72305,0.71567,0.72293,97756.70000064373
2021-01-13 00:00:00,0.72278,0.72382,0.71655,0.71894,104114.77017426491
2021-01-14 00:00:00,0.71895,0.72386,0.71706,0.72167,86081.49984407425
2021-01-15 00:00:00,0.72163,0.72281,0.71182,0.71293,96557.44982242584
2021-01-17 00:00:00,0.71293,0.71402,0.71169,0.71206,2495.78997784853
2021-01-18 00:00:00,0.71173,0.7135,0.70959,0.71148,67123.71992623806
2021-01-19 00:00:00,0.71147,0.71395,0.71021,0.71292,85065.68988454342
2021-01-20 00:00:00,0.7129,0.7194,0.71156,0.71843,87002.69985985756
2021-01-21 00:00:00,0.71838,0.72222,0.7175,0.72133,91849.44992637634
2021-01-22 00:00:00,0.72135,0.72251,0.71664,0.71786,97125.95982646942
2021-01-24 00:00:00,0.71786,0.71852,0.71712,0.71811,2064.9499960541725
2021-01-25 00:00:00,0.71795,0.7216,0.71704,0.71988,94941.22987520695
2021-01-26 00:00:00,0.71986,0.72465,0.71668,0.72381,74545.93998813629
2021-01-27 00:00:00,0.72376,0.72437,0.71361,0.7141,131838.57974767685
2021-01-28 00:00:00,0.71411,0.7195,0.71051,0.71731,123058.20986485481
2021-01-29 00:00:00,0.7173,0.72251,0.71504,0.71782,146619.07989168167
2021-01-31 00:00:00,0.71782,0.71782,0.71501,0.7164,5215.699999570847
2021-02-01 00:00:00,0.71638,0.72022,0.71524,0.7164,109653.1899266839
2021-02-02 00:00:00,0.71638,0.72064,0.71346,0.71955,96257.86986279488
2021-02-03 00:00:00,0.71922,0.72241,0.71832,0.72213,89499.7697672844
2021-02-04 00:00:00,0.72213,0.72247,0.71464,0.71592,80605.33993005753
2021-02-05 00:00:00,0.71579,0.7206,0.71357,0.71992,73653.39981126785
2021-02-07 00:00:00,0.71992,0.72117,0.71872,0.72104,3083.929996728897
2021-02-08 00:00:00,0.72101,0.72312,0.71776,0.72262,67587.86988425255
2021-02-09 00:00:00,0.72261,0.72538,0.72154,0.72404,88406.90989947319
2021-02-10 00:00:00,0.72406,0.72439,0.71991,0.72172,92872.53006541729
2021-02-11 00:00:00,0.72171,0.72496,0.7204,0.72314,64169.50996828079
2021-02-12 00:00:00,0.72303,0.72321,0.71751,0.72144,46435.63991522789
2021-02-14 00:00:00,0.72144,0.72223,0.72049,0.7218,2360.0700006484985
2021-02-15 00:00:00,0.72173,0.72485,0.7215,0.7232,38247.67993450165
2021-02-16 00:00:00,0.72319,0.72678,0.71828,0.71882,75316.30996191502
2021-02-17 00:00:00,0.71875,0.7213,0.71574,0.71929,86722.4399741888
2021-02-18 00:00:00,0.71922,0.72253,0.71756,0.72175,97759.85005998611
2021-02-19 00:00:00,0.72175,0.73138,0.72031,0.72908,85127.59968852997
2021-02-21 00:00:00,0.72908,0.73133,0.72884,0.73103,2552.959998726845
2021-02-22 00:00:00,0.73072,0.73415,0.72807,0.73271,84211.48002552986
2021-02-23 00:00:00,0.73268,0.7346,0.73065,0.73376,90265.38001692295
2021-02-24 00:00:00,0.73372,0.74521,0.73139,0.74438,110714.73005366325
2021-02-25 00:00:00,0.74406,0.74631,0.73541,0.73627,137834.6000828743
2021-02-26 00:00:00,0.73616,0.73736,0.72223,0.72304,183864.5601514578
2021-02-28 00:00:00,0.72304,0.72753,0.72302,0.72703,4101.319990992546
2021-03-01 00:00:00,0.72695,0.72918,0.72249,0.72734,113856.51999342442
2021-03-02 00:00:00,0.72734,0.73064,0.72088,0.72914,122828.3800148964
2021-03-03 00:00:00,0.72915,0.73038,0.72266,0.72289,110072.73991632462
2021-03-04 00:00:00,0.7227,0.72721,0.71719,0.71765,130203.20000529289
2021-03-05 00:00:00,0.71762,0.71838,0.70984,0.71588,139501.46992635727
2021-03-07 00:00:00,0.71588,0.7189,0.71588,0.71769,3856.5299827456474
2021-03-08 00:00:00,0.71767,0.71868,0.71041,0.71316,106013.38995832205
2021-03-09 00:00:00,0.71315,0.71817,0.71026,0.71792,102051.71992620826
2021-03-10 00:00:00,0.71781,0.71991,0.7131,0.71925,96419.41990417242
2021-03-11 00:00:00,0.71927,0.72401,0.7185,0.72253,97274.64010497928
2021-03-12 00:00:00,0.72244,0.72321,0.71503,0.71709,92991.06997013092
2021-03-14 00:00:00,0.71709,0.71865,0.71634,0.71864,2937.2499923706055
2021-03-15 00:00:00,0.71862,0.72144,0.71671,0.72012,76019.42005384713
2021-03-16 00:00:00,0.72011,0.72049,0.71671,0.71924,64980.15005624294
2021-03-17 00:00:00,0.71922,0.72627,0.71529,0.72518,84545.8400387764
2021-03-18 00:00:00,0.72517,0.72681,0.71592,0.71673,106403.52011191845
2021-03-19 00:00:00,0.71658,0.71872,0.71421,0.71585,86281.3501124382
2021-03-21 00:00:00,0.71585,0.71585,0.71395,0.71513,2291.530002102256
2021-03-22 00:00:00,0.71512,0.71819,0.71227,0.71313,56034.38997173309
2021-03-23 00:00:00,0.71311,0.7133,0.69855,0.69919,69259.21001648903
2021-03-24 00:00:00,0.69922,0.70007,0.69553,0.6968,52206.72996723652
2021-03-25 00:00:00,0.69681,0.69856,0.69427,0.69664,59990.57999944687
2021-03-26 00:00:00,0.6965,0.70015,0.69609,0.69953,49161.03002977371
2021-03-28 00:00:00,0.69953,0.69953,0.69896,0.69927,1724.9200011491776
2021-03-29 00:00:00,0.69927,0.70164,0.69712,0.70084,46396.21999377012
2021-03-30 00:00:00,0.70085,0.70323,0.69725,0.6991,49672.66000556946
2021-03-31 00:00:00,0.69908,0.70232,0.69629,0.69822,40590.65996778011
2021-04-01 00:00:00,0.69823,0.70258,0.69448,0.7022,48366.52991437912
2021-04-02 00:00:00,0.70217,0.70463,0.70125,0.70153,21332.470090404153
2021-04-04 00:00:00,0.70153,0.70305,0.70147,0.70304,2554.520004272461
2021-04-05 00:00:00,0.70294,0.70692,0.70155,0.70655,28740.57994198799
2021-04-06 00:00:00,0.70652,0.70687,0.70075,0.70624,47569.71994805336
2021-04-07 00:00:00,0.70623,0.70678,0.69967,0.70121,55012.99996757507
2021-04-08 00:00:00,0.70121,0.70631,0.70039,0.70605,56511.939901828766
2021-04-09 00:00:00,0.706,0.70645,0.7009,0.70293,59897.200019836426
2021-04-11 00:00:00,0.70293,0.70413,0.7023,0.70379,2282.2500056028366
2021-04-12 00:00:00,0.70362,0.70485,0.70134,0.70319,61180.229988992214
2021-04-13 00:00:00,0.70308,0.7066,0.70035,0.70621,61953.79001939297
2021-04-14 00:00:00,0.70598,0.71495,0.70468,0.71396,66227.4598981142
2021-04-15 00:00:00,0.71385,0.718,0.71376,0.71743,59689.400001466274
2021-04-16 00:00:00,0.71742,0.71776,0.71315,0.71418,49854.92000198364
2021-04-18 00:00:00,0.71418,0.71418,0.7124,0.71277,2227.319994688034
