Datetime,Open,High,Low,Close,Volume(Millions)
2021-01-03 00:00:00,81.074,81.187,80.972,81.139,7102.290017485619
2021-01-04 00:00:00,81.137,81.159,80.591,80.686,152435.1296916008
2021-01-05 00:00:00,80.684,81.106,80.556,81.001,146460.17993450165
2021-01-06 00:00:00,81.003,81.529,80.957,81.344,206421.30974793434
2021-01-07 00:00:00,81.335,81.932,81.23,81.832,127386.65997743607
2021-01-08 00:00:00,81.826,81.978,81.607,81.903,149832.64009666443
2021-01-10 00:00:00,81.903,81.903,81.69,81.777,6828.410000026226
2021-01-11 00:00:00,81.774,81.807,81.233,81.526,126871.83001720905
2021-01-12 00:00:00,81.52,81.805,81.47,81.642,113715.0700161457
2021-01-13 00:00:00,81.64,81.915,81.45,81.77,113079.65995270014
2021-01-14 00:00:00,81.764,82.173,81.729,82.099,119571.96008265018
2021-01-15 00:00:00,82.096,82.102,81.313,81.532,114767.13986635208
2021-01-17 00:00:00,81.532,81.592,81.356,81.379,6577.760011136532
2021-01-18 00:00:00,81.357,81.375,81.081,81.336,133011.65988969803
2021-01-19 00:00:00,81.335,81.783,81.325,81.664,100575.99984359741
2021-01-20 00:00:00,81.665,82.115,81.549,82.003,99198.22998476028
2021-01-21 00:00:00,81.997,82.174,81.824,81.83,101073.68999528885
2021-01-22 00:00:00,81.824,81.911,81.417,81.417,89585.22997426987
2021-01-24 00:00:00,81.417,81.605,81.417,81.557,4349.4199912548065
2021-01-25 00:00:00,81.552,81.766,81.235,81.458,96593.48994266987
2021-01-26 00:00:00,81.453,81.676,81.161,81.618,84513.20999324322
2021-01-27 00:00:00,81.616,81.666,81.22,81.247,126997.59998321533
2021-01-28 00:00:00,81.239,81.547,80.984,81.289,128062.12989854813
2021-01-29 00:00:00,81.285,82.181,81.143,81.854,143610.96995449066
2021-01-31 00:00:00,81.854,81.928,81.725,81.803,9862.640072345734
2021-02-01 00:00:00,81.799,82.039,81.575,81.623,115794.28001868725
2021-02-02 00:00:00,81.62,82.175,81.569,82.142,109889.40002322197
2021-02-03 00:00:00,82.131,82.279,81.991,82.125,89755.33997392654
2021-02-04 00:00:00,82.121,82.351,82.082,82.323,86062.98003220558
2021-02-05 00:00:00,82.311,82.625,82.24,82.526,91477.48003435135
2021-02-07 00:00:00,82.526,82.632,82.494,82.594,8882.219992756844
2021-02-08 00:00:00,82.589,82.699,82.397,82.591,82955.26002508402
2021-02-09 00:00:00,82.584,82.588,81.96,82.361,94481.97991013527
2021-02-10 00:00:00,82.358,82.554,82.285,82.391,95847.61015427113
2021-02-11 00:00:00,82.386,82.662,82.282,82.484,75444.67998874187
2021-02-12 00:00:00,82.476,82.759,82.329,82.601,66546.56001746655
2021-02-14 00:00:00,82.601,82.816,82.601,82.799,8148.309969067574
2021-02-15 00:00:00,82.794,83.41,82.752,83.389,61045.37999022007
2021-02-16 00:00:00,83.386,83.743,83.226,83.491,95324.93007707596
2021-02-17 00:00:00,83.474,83.576,83.03,83.352,106275.78004026413
2021-02-18 00:00:00,83.343,83.413,83.107,83.311,88234.5700674057
2021-02-19 00:00:00,83.309,83.856,83.099,83.494,89985.2399430275
2021-02-21 00:00:00,83.494,83.751,83.494,83.746,5238.5899575948715
2021-02-22 00:00:00,83.746,83.935,83.153,83.27,102516.63978338242
2021-02-23 00:00:00,83.258,83.698,83.194,83.601,95560.08997893333
2021-02-24 00:00:00,83.598,84.684,83.592,84.684,126432.37006425858
2021-02-25 00:00:00,84.669,85.091,84.177,84.349,168430.65999388695
2021-02-26 00:00:00,84.339,84.373,83.541,83.589,238291.58023834229
2021-02-28 00:00:00,83.589,83.898,83.574,83.871,8078.189988851547
2021-03-01 00:00:00,83.855,84.523,83.776,84.524,115542.35998749733
2021-03-02 00:00:00,84.517,84.7,84.109,84.485,130631.40011817217
2021-03-03 00:00:00,84.48,84.858,84.435,84.486,127754.64993011951
2021-03-04 00:00:00,84.467,85.532,84.438,85.143,197344.16966438293
2021-03-05 00:00:00,85.13,85.68,84.936,85.538,208212.91983413696
2021-03-07 00:00:00,85.538,85.9,85.53,85.818,9974.889974713326
2021-03-08 00:00:00,85.81,86.099,85.451,86.053,172872.61995005608
2021-03-09 00:00:00,86.043,86.371,85.725,85.86,165655.8999557495
2021-03-10 00:00:00,85.848,86.041,85.754,85.92,144384.270029068
2021-03-11 00:00:00,85.918,86.639,85.882,86.622,130410.2099263668
2021-03-12 00:00:00,86.599,87.484,86.589,87.332,121260.91017246246
2021-03-14 00:00:00,87.332,87.501,87.252,87.502,7702.140016704798
2021-03-15 00:00:00,87.502,87.659,87.211,87.454,115612.4000056982
2021-03-16 00:00:00,87.45,87.656,87.221,87.621,110080.7998713255
2021-03-17 00:00:00,87.617,87.902,87.43,87.903,120356.80988872051
2021-03-18 00:00:00,87.903,88.07,86.883,87.204,152137.7900440693
2021-03-19 00:00:00,87.181,87.296,86.808,87.039,117919.09011554718
2021-03-21 00:00:00,87.039,87.039,86.693,86.939,7107.060018956661
2021-03-22 00:00:00,86.925,87.19,86.708,86.879,80357.69997644424
2021-03-23 00:00:00,86.872,86.9,86.073,86.205,101478.37006151676
2021-03-24 00:00:00,86.199,86.782,86.086,86.479,92533.17006778717
2021-03-25 00:00:00,86.478,86.925,86.372,86.625,105405.84993994236
2021-03-26 00:00:00,86.607,87.392,86.601,87.112,86181.44002199173
2021-03-28 00:00:00,87.112,87.262,87.112,87.231,6340.020002901554
2021-03-29 00:00:00,87.232,87.281,86.629,87.241,85465.62997579575
2021-03-30 00:00:00,87.233,87.642,87.178,87.391,83236.07993352413
2021-03-31 00:00:00,87.383,88.22,87.348,88.15,95924.7398712039
2021-04-01 00:00:00,88.145,88.224,87.832,88.156,90489.9699729085
2021-04-02 00:00:00,88.152,88.3,87.833,87.906,64015.309990264475
2021-04-04 00:00:00,87.906,88.095,87.887,88.086,8313.11000585556
2021-04-05 00:00:00,88.084,88.183,87.818,88.008,66044.55996978283
2021-04-06 00:00:00,88.005,88.086,87.219,87.33,89149.37993526459
2021-04-07 00:00:00,87.326,87.374,86.852,87.088,95235.94003725052
2021-04-08 00:00:00,87.085,87.103,86.499,87.019,93498.24011659622
2021-04-09 00:00:00,87.018,87.565,86.756,87.473,87662.58991360664
2021-04-11 00:00:00,87.473,87.588,87.272,87.542,3954.6700053066015
2021-04-12 00:00:00,87.533,87.561,87.007,87.062,81067.42002904415
2021-04-13 00:00:00,87.061,87.256,86.568,86.875,101396.31008470058
2021-04-14 00:00:00,86.874,87.154,86.623,86.989,93727.85999035835
2021-04-15 00:00:00,86.986,87.182,86.595,86.631,85744.5401237011
2021-04-16 00:00:00,86.63,87.105,86.555,86.946,78120.60004234314
2021-04-18 00:00:00,86.946,86.974,86.829,86.857,3949.770000845194
2021-04-19 00:00:00,86.844,86.917,86.183,86.317,97660.69000208378
2021-04-20 00:00:00,86.318,86.893,85.643,85.731,107233.37011861801
2021-04-21 00:00:00,85.732,86.779,85.424,86.398,97053.96003234386
2021-04-22 00:00:00,86.398,86.719,86.19,86.364,100012.61005055904
2021-04-23 00:00:00,86.363,86.576,86.004,86.457,82154.15995192528
2021-04-25 00:00:00,86.457,86.488,86.374,86.391,4463.92002761364
2021-04-26 00:00:00,86.372,87.318,86.338,87.28,94207.20000433922
