Datetime,Open,High,Low,Close,Volume(Millions)
2021-01-03 00:00:00,0.91353,0.91573,0.91353,0.91561,2982.0600023269653
2021-01-04 00:00:00,0.91549,0.91768,0.91307,0.91741,106929.46985435486
2021-01-05 00:00:00,0.91735,0.92127,0.91636,0.91957,110300.85014462471
2021-01-06 00:00:00,0.91939,0.92548,0.91815,0.92508,156265.9500555992
2021-01-07 00:00:00,0.92502,0.92497,0.91897,0.92155,103049.25000524521
2021-01-08 00:00:00,0.92155,0.92278,0.91762,0.91808,120780.35999917984
2021-01-10 00:00:00,0.91808,0.91857,0.91573,0.91648,4371.879995495081
2021-01-11 00:00:00,0.91627,0.91988,0.91437,0.9162,102327.7300593853
2021-01-12 00:00:00,0.91618,0.91914,0.9139,0.91862,93227.12991189957
2021-01-13 00:00:00,0.91838,0.91965,0.91037,0.91287,88089.75985395908
2021-01-14 00:00:00,0.91283,0.91408,0.90982,0.91272,80943.53998804092
2021-01-15 00:00:00,0.91263,0.91337,0.90772,0.9081,97071.1999077797
2021-01-17 00:00:00,0.9081,0.90909,0.90785,0.90916,3036.8699827194214
2021-01-18 00:00:00,0.90892,0.91076,0.90562,0.90708,82886.86999547482
2021-01-19 00:00:00,0.90708,0.90854,0.90471,0.90694,84231.01988577843
2021-01-20 00:00:00,0.90691,0.90788,0.90378,0.90719,86114.83003854752
2021-01-21 00:00:00,0.90719,0.91266,0.90599,0.91238,80357.66989398003
2021-01-22 00:00:00,0.91242,0.91423,0.90981,0.9137,74041.16001093388
2021-01-24 00:00:00,0.9137,0.91397,0.91086,0.91377,3555.330003798008
2021-01-25 00:00:00,0.91363,0.91758,0.91317,0.91694,96328.86019515991
2021-01-26 00:00:00,0.91694,0.92063,0.91593,0.91869,79249.5999891758
2021-01-27 00:00:00,0.91861,0.92022,0.91351,0.91529,136463.51003551483
2021-01-28 00:00:00,0.91526,0.92073,0.91378,0.92036,134585.83991384506
2021-01-29 00:00:00,0.92025,0.92163,0.91699,0.91699,150220.70998334885
2021-01-31 00:00:00,0.91699,0.91728,0.91493,0.91702,6795.310001850128
2021-02-01 00:00:00,0.91698,0.92056,0.91678,0.92047,113337.09011149406
2021-02-02 00:00:00,0.92043,0.9212,0.91564,0.91995,107325.0700173378
2021-02-03 00:00:00,0.91966,0.92311,0.9184,0.92314,100312.38994789124
2021-02-04 00:00:00,0.9231,0.92361,0.91681,0.91803,89630.4399895668
2021-02-05 00:00:00,0.91798,0.91983,0.91347,0.91853,80248.23005318642
2021-02-07 00:00:00,0.91853,0.91998,0.91666,0.92002,4359.179990530014
