Datetime,Open,High,Low,Close,Volume(Millions)
2021-01-03 00:00:00,0.63544,0.63585,0.63395,0.63553,3588.499986410141
2021-01-04 00:00:00,0.63543,0.63714,0.63031,0.63252,111124.98011040688
2021-01-05 00:00:00,0.63249,0.63747,0.6321,0.63706,107469.4400806427
2021-01-06 00:00:00,0.63697,0.64233,0.63622,0.64139,153813.59024858475
2021-01-07 00:00:00,0.64131,0.64314,0.63874,0.64307,121628.52993083
2021-01-08 00:00:00,0.64305,0.64392,0.6393,0.64053,133548.77007722855
2021-01-10 00:00:00,0.64053,0.64055,0.63872,0.63901,4815.260018348694
2021-01-11 00:00:00,0.63899,0.64092,0.63682,0.63812,110443.95990347862
2021-01-12 00:00:00,0.63812,0.64084,0.6373,0.64059,100386.89005506039
2021-01-13 00:00:00,0.64042,0.64113,0.63614,0.63779,100518.47994089127
2021-01-14 00:00:00,0.63776,0.64195,0.63748,0.64103,101487.99014163017
2021-01-15 00:00:00,0.64106,0.6416,0.63327,0.63517,101518.73992180824
2021-01-17 00:00:00,0.63517,0.63594,0.63486,0.63534,3382.6399796009064
2021-01-18 00:00:00,0.63518,0.63567,0.63249,0.63385,77513.36999261379
2021-01-19 00:00:00,0.63385,0.63571,0.63079,0.63309,90584.56996694207
2021-01-20 00:00:00,0.63307,0.63952,0.63193,0.63886,96918.95017409325
2021-01-21 00:00:00,0.63884,0.64068,0.63644,0.63864,94873.73010110855
2021-01-22 00:00:00,0.63861,0.63916,0.63462,0.63531,87478.8999118805
2021-01-24 00:00:00,0.63531,0.63609,0.63455,0.63586,3230.590000629425
2021-01-25 00:00:00,0.63583,0.63987,0.63556,0.63927,102033.28996682167
2021-01-26 00:00:00,0.63928,0.64314,0.6374,0.64173,87447.73001790047
2021-01-27 00:00:00,0.64168,0.64227,0.63483,0.63496,141408.83993911743
2021-01-28 00:00:00,0.63496,0.63849,0.63198,0.63735,130014.33988046646
2021-01-29 00:00:00,0.63732,0.64188,0.6361,0.63926,146056.5601696968
2021-01-31 00:00:00,0.63926,0.63926,0.63721,0.63865,5406.099995613098
2021-02-01 00:00:00,0.6386,0.64315,0.63854,0.64224,121651.56018185616
