Datetime,Open,High,Low,Close,Volume(Millions)
2021-01-03 00:00:00,74.163,74.347,74.133,74.301,5484.249965727329
2021-01-04 00:00:00,74.291,74.331,73.797,74.029,166927.96017932892
2021-01-05 00:00:00,74.028,74.526,73.961,74.493,164365.33018016815
2021-01-06 00:00:00,74.488,75.279,74.41,75.261,221268.6599366665
2021-01-07 00:00:00,75.249,75.421,74.973,75.417,179749.72012472153
2021-01-08 00:00:00,75.413,75.568,74.934,75.184,176544.17005872726
2021-01-10 00:00:00,75.184,75.184,74.891,74.948,6419.379992693663
2021-01-11 00:00:00,74.944,74.998,74.597,74.702,128507.47969681025
2021-01-12 00:00:00,74.7,75.02,74.635,74.996,124721.07994580269
2021-01-13 00:00:00,74.987,74.989,74.487,74.652,122051.89007019997
2021-01-14 00:00:00,74.653,75.041,74.613,74.938,129561.2499922514
2021-01-15 00:00:00,74.936,74.984,73.879,74.025,118718.71001577377
2021-01-17 00:00:00,74.025,74.15,73.961,73.995,4292.879997491837
2021-01-18 00:00:00,73.961,74.022,73.65,73.79,99856.77008962631
2021-01-19 00:00:00,73.788,74.278,73.781,74.076,116443.34995955229
2021-01-20 00:00:00,74.073,74.487,73.899,74.4,107919.12989318371
2021-01-21 00:00:00,74.397,74.743,74.356,74.67,115081.2698738575
2021-01-22 00:00:00,74.67,74.791,74.361,74.476,109525.61994218826
2021-01-24 00:00:00,74.476,74.57,74.452,74.533,3250.3800081014633
2021-01-25 00:00:00,74.523,74.9,74.445,74.699,112978.78993844986
2021-01-26 00:00:00,74.697,75.117,74.374,74.991,95743.08991539478
2021-01-27 00:00:00,74.984,75.085,74.342,74.373,158928.85996341705
2021-01-28 00:00:00,74.365,74.976,74.123,74.822,149278.26994109154
2021-01-29 00:00:00,74.817,75.628,74.712,75.114,173531.28008651733
2021-01-31 00:00:00,75.114,75.129,74.916,75.025,6695.670018911362
2021-02-01 00:00:00,75.02,75.398,75.0,75.14,136823.51001429558
2021-02-02 00:00:00,75.139,75.689,74.993,75.579,121617.64010429382
2021-02-03 00:00:00,75.549,75.86,75.476,75.82,106337.04989385605
2021-02-04 00:00:00,75.819,75.851,75.382,75.586,99869.74001836777
2021-02-05 00:00:00,75.57,75.942,75.32,75.844,96916.64993393421
2021-02-07 00:00:00,75.844,76.003,75.717,75.996,6988.87002903223
2021-02-08 00:00:00,75.996,76.12,75.803,76.033,91525.05999493599
2021-02-09 00:00:00,76.029,76.13,75.534,75.728,114051.93995463848
2021-02-10 00:00:00,75.723,75.72,75.367,75.514,108949.03004419804
2021-02-11 00:00:00,75.508,75.908,75.354,75.75,72232.24005436897
2021-02-12 00:00:00,75.741,75.864,75.414,75.728,72902.84994870424
2021-02-14 00:00:00,75.728,75.858,75.58,75.841,6298.689971923828
2021-02-15 00:00:00,75.83,76.289,75.815,76.205,62330.36994674802
2021-02-16 00:00:00,76.204,76.719,76.196,76.281,123240.66977596283
2021-02-17 00:00:00,76.272,76.374,75.793,76.147,116108.96982878447
2021-02-18 00:00:00,76.136,76.355,75.985,76.26,117133.71009647846
2021-02-19 00:00:00,76.26,77.214,76.134,76.889,119440.36998915672
2021-02-21 00:00:00,76.889,77.171,76.822,77.142,5360.709999799728
2021-02-22 00:00:00,77.122,77.396,76.882,76.944,135985.85001528263
2021-02-23 00:00:00,76.94,77.347,76.787,77.263,128163.34994840622
2021-02-24 00:00:00,77.261,78.897,77.069,78.874,164439.4800181389
2021-02-25 00:00:00,78.84,79.194,78.132,78.327,203753.22990202904
2021-02-26 00:00:00,78.319,78.404,76.975,76.989,241107.03032112122
2021-02-28 00:00:00,76.989,77.481,76.989,77.429,6277.790004193783
2021-03-01 00:00:00,77.411,77.728,77.114,77.722,157935.65996026993
2021-03-02 00:00:00,77.716,77.967,77.061,77.848,159789.01012575626
2021-03-03 00:00:00,77.845,78.061,77.378,77.4,163842.4999691248
2021-03-04 00:00:00,77.379,78.211,77.368,77.482,196539.9399576187
2021-03-05 00:00:00,77.47,77.745,77.113,77.564,205193.3899459839
2021-03-07 00:00:00,77.564,77.965,77.564,77.806,7201.879969358444
2021-03-08 00:00:00,77.802,77.879,77.144,77.688,161649.14019536972
